assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame,franchise_id
9,5,10,0.33333,1,18,6,Arvidsson,0,14,8478042,4,15,0.83333,L,1,5,20232024,0,0,0.10169,R,59,Viktor Arvidsson,LAK,1001.5,14
8,4,11,0.0,0,51,7,Kaliyev,0,14,8481560,-3,15,0.29411,R,3,4,20232024,0,0,0.0693,L,101,Arthur Kaliyev,LAK,708.1372,14
8,5,12,0.46849,2,62,7,Lizotte,0,20,8481481,11,15,0.24193,C,0,0,20232024,2,3,0.0921,L,76,Blake Lizotte,LAK,709.258,14
4,6,10,0.2,1,50,8,Grundstrom,0,12,8479336,-2,12,0.24,R,1,1,20232024,1,1,0.08421,L,95,Carl Grundstrom,LAK,656.22,14
9,1,10,,0,82,1,Englund,0,81,8477971,-3,10,0.12195,D,0,0,20232024,0,0,0.02439,L,41,Andreas Englund,LAK,793.3414,14
4,2,3,,1,16,2,Clarke,1,10,8482730,-6,6,0.375,D,0,3,20232024,0,0,0.06451,R,31,Brandt Clarke,LAK,819.0625,14
1,3,4,0.4,1,7,3,Thomas,0,2,8480851,0,4,0.57142,C,0,0,20232024,0,0,0.33333,R,9,Akil Thomas,LAK,523.7142,14
3,1,4,0.5,0,20,1,Turcotte,0,6,8481532,5,4,0.2,C,0,0,20232024,0,0,0.07142,L,14,Alex Turcotte,LAK,556.8,14
3,0,3,0.42553,0,30,1,Anderson-Dolan,0,6,8479994,-4,4,0.13333,C,0,0,20232024,1,1,0.03448,L,29,Jaret Anderson-Dolan,"LAK,NSH",657.8,14
0,1,1,,0,24,1,Moverare,0,6,8479421,0,1,0.04166,D,0,0,20232024,0,0,0.0909,L,11,Jacob Moverare,LAK,626.7916,14
0,0,0,,0,1,0,Bjornfot,0,0,8481600,0,0,0.0,D,0,0,20232024,0,0,,L,0,Tobias Bjornfot,"LAK,VGK,FLA",612.0,14
51,20,52,,4,82,29,Robertson,0,22,8480027,19,80,0.9756,L,9,28,20232024,0,0,0.12554,L,231,Jason Robertson,DAL,1099.4878,15
40,16,46,0.51079,4,82,27,Pavelski,1,20,8470794,12,67,0.81707,C,11,21,20232024,0,0,0.13917,R,194,Joe Pavelski,DAL,1008.5609,15
40,19,49,0.56514,7,80,25,Duchene,2,20,8475168,15,65,0.8125,C,6,16,20232024,0,0,0.14534,L,172,Matt Duchene,DAL,1005.975,15
35,19,42,0.56183,6,80,30,Hintz,2,22,8478449,26,65,0.8125,C,8,19,20232024,3,4,0.16483,L,182,Roope Hintz,DAL,1034.3875,15
33,26,52,0.50157,3,82,32,Johnston,0,38,8482740,14,65,0.79268,C,3,10,20232024,3,3,0.14814,R,216,Wyatt Johnston,DAL,1020.1463,15
39,13,35,0.61235,3,82,21,Benn,0,41,8473994,8,60,0.7317,L,7,22,20232024,1,3,0.12804,L,164,Jamie Benn,DAL,907.1951,15
45,7,33,,2,71,9,Heiskanen,0,36,8480036,8,54,0.76056,D,2,21,20232024,0,0,0.05555,L,162,Miro Heiskanen,DAL,1472.4225,15
31,16,42,0.44444,3,81,22,Marchment,0,54,8478975,22,53,0.65432,L,6,11,20232024,0,0,0.14666,L,150,Mason Marchment,DAL,903.5555,15
27,22,42,0.5625,3,68,25,Seguin,0,26,8475794,10,52,0.7647,C,3,8,20232024,0,2,0.16233,R,154,Tyler Seguin,DAL,992.8235,15
32,13,37,,3,79,15,Harley,3,18,8481581,28,47,0.59493,D,1,9,20232024,1,1,0.10416,L,144,Thomas Harley,DAL,1261.0126,15
21,5,25,,0,82,5,Lindell,0,12,8476902,17,26,0.31707,D,0,0,20232024,0,1,0.04385,L,114,Esa Lindell,DAL,1228.3048,15
15,7,21,0.44976,1,77,9,Steel,0,29,8479351,0,24,0.31168,C,0,0,20232024,2,3,0.10465,L,86,Sam Steel,DAL,794.5064,15
11,11,21,0.0,3,51,12,Dadonov,0,8,8474149,-6,23,0.45098,L,1,2,20232024,0,0,0.1791,L,67,Evgenii Dadonov,DAL,790.549,15
9,11,20,0.25,2,75,11,Smith,0,33,8475225,2,20,0.26666,C,0,0,20232024,0,0,0.09821,R,112,Craig Smith,DAL,613.0,15
17,2,17,,0,59,2,Lundkvist,0,16,8480878,13,19,0.32203,D,0,2,20232024,0,0,0.02739,R,73,Nils Lundkvist,DAL,846.3728,15
12,5,15,0.54423,2,74,7,Faksa,0,20,8476889,0,19,0.25675,C,0,0,20232024,2,4,0.09859,L,71,Radek Faksa,DAL,750.9324,15
15,2,16,,1,82,2,Suter,0,28,8470600,14,17,0.20731,D,0,0,20232024,0,1,0.0196,L,102,Ryan Suter,DAL,1136.3902,15
8,5,12,0.64705,0,24,6,Stankoven,0,4,8482702,10,14,0.58333,C,1,2,20232024,0,0,0.11764,R,51,Logan Stankoven,DAL,880.3333,15
10,2,12,,1,64,2,Hakanpää,0,33,8475825,10,12,0.1875,D,0,0,20232024,0,0,0.03571,R,56,Jani Hakanpää,DAL,1118.7812,15
7,2,9,0.41517,0,42,2,Dellandrea,0,23,8480848,-10,9,0.21428,C,0,0,20232024,0,0,0.03773,R,53,Ty Dellandrea,DAL,760.2857,15
4,1,5,,0,19,1,Tanev,0,10,8475690,6,5,0.26315,D,0,0,20232024,0,0,0.07692,R,13,Chris Tanev,"CGY,DAL",1153.4736,15
3,0,3,,0,32,0,Hanley,0,23,8477810,3,3,0.09375,D,0,0,20232024,0,0,0.0,L,12,Joel Hanley,"DAL,CGY",821.75,15
0,0,0,,0,1,0,Petrovic,0,0,8475755,-1,0,0.0,D,0,0,20232024,0,0,0.0,R,2,Alexander Petrovic,DAL,772.0,15
0,0,0,0.33333,0,1,0,Bourque,0,0,8482145,0,0,0.0,C,0,0,20232024,0,0,0.0,R,2,Mavrik Bourque,DAL,656.0,15
0,0,0,,0,5,0,Pouliot,0,0,8476884,-1,0,0.0,D,0,0,20232024,0,0,0.0,L,5,Derrick Pouliot,DAL,728.4,15
35,23,52,0.40206,5,76,33,Konecny,0,67,8478439,4,68,0.89473,R,4,9,20232024,6,7,0.13524,R,244,Travis Konecny,PHI,1190.421,16
25,23,45,0.42222,4,78,28,Tippett,1,12,8480015,-5,53,0.67948,R,5,8,20232024,0,0,0.09688,R,289,Owen Tippett,PHI,995.1666,16
28,20,43,0.375,2,82,22,Farabee,1,37,8480797,-13,50,0.60975,L,2,7,20232024,0,0,0.12087,L,182,Joel Farabee,PHI,971.1829,16
34,9,35,,3,81,10,Sanheim,0,48,8477948,-20,44,0.5432,D,0,5,20232024,1,4,0.06849,L,146,Travis Sanheim,PHI,1428.3209,16
28,10,30,0.49453,1,71,13,Frost,0,22,8480028,4,41,0.57746,C,3,11,20232024,0,0,0.09629,L,135,Morgan Frost,PHI,949.6197,16
26,10,26,0.48925,2,82,13,Laughton,0,69,8476872,-9,39,0.4756,C,1,5,20232024,2,8,0.07784,L,167,Scott Laughton,PHI,939.317,16
27,8,29,0.53477,3,74,11,Couturier,2,29,8476461,-10,38,0.51351,C,3,7,20232024,0,2,0.05729,L,192,Sean Couturier,PHI,1069.4324,16
13,15,24,0.33333,2,77,20,Foerster,0,32,8482159,0,33,0.42857,R,4,8,20232024,1,1,0.11976,R,167,Tyson Foerster,PHI,1036.1298,16
20,10,22,,1,82,10,York,0,44,8481546,-13,30,0.36585,D,0,6,20232024,0,2,0.07462,L,134,Cam York,PHI,1357.1585,16
15,11,22,0.48,3,70,13,Atkinson,0,27,8474715,-22,28,0.4,R,2,6,20232024,0,0,0.07428,R,175,Cam Atkinson,PHI,956.7285,16
17,7,22,0.49147,1,77,11,Poehling,0,6,8480068,-11,28,0.36363,C,1,2,20232024,3,4,0.09909,L,111,Ryan Poehling,PHI,899.7402,16
12,8,18,0.57142,2,57,11,Brink,0,10,8481553,1,23,0.4035,R,3,5,20232024,0,0,0.1358,R,81,Bobby Brink,PHI,827.5789,16
16,4,18,,1,63,6,Walker,0,34,8480336,9,22,0.3492,D,0,1,20232024,2,3,0.05504,R,109,Sean Walker,"PHI,COL",1175.8888,16
16,3,11,,1,66,5,Zamula,0,32,8481178,3,21,0.31818,D,2,9,20232024,0,1,0.08196,L,61,Egor Zamula,PHI,963.4393,16
12,6,16,0.44545,1,59,6,Cates,0,0,8480220,-8,18,0.30508,L,0,0,20232024,0,2,0.07692,L,78,Noah Cates,PHI,827.8305,16
10,6,14,0.66666,1,82,7,Hathaway,0,132,8477903,-7,17,0.20731,R,0,0,20232024,1,3,0.06796,R,103,Garnet Hathaway,PHI,749.2926,16
12,1,9,,0,71,1,Seeler,0,78,8476372,9,13,0.18309,D,0,0,20232024,0,4,0.01,L,100,Nick Seeler,PHI,1016.9014,16
4,1,5,0.4,0,18,1,Lycksell,0,6,8480245,0,5,0.27777,R,0,0,20232024,0,0,0.03448,L,29,Olle Lycksell,PHI,596.7777,16
3,1,3,,0,24,2,Drysdale,0,4,8482142,-18,5,0.20833,D,1,2,20232024,0,0,0.05882,R,34,Jamie Drysdale,"ANA,PHI",1128.2916,16
4,1,5,,0,35,1,Staal,0,14,8471686,2,5,0.14285,D,0,0,20232024,0,0,0.05,L,20,Marc Staal,PHI,828.7142,16
2,2,4,,1,12,2,Belpedio,0,0,8478011,6,4,0.33333,D,0,0,20232024,0,0,0.16666,R,12,Louis Belpedio,PHI,792.1666,16
3,1,4,,0,31,1,Ristolainen,0,8,8477499,-6,4,0.12903,D,0,0,20232024,0,0,0.02173,R,46,Rasmus Ristolainen,PHI,1001.4516,16
3,1,4,0.38461,0,60,1,Deslauriers,0,89,8475235,-7,4,0.06666,L,0,0,20232024,0,0,0.0204,L,49,Nicolas Deslauriers,PHI,488.9666,16
1,2,3,,0,17,2,Johnson,0,2,8473446,-9,3,0.17647,D,0,0,20232024,0,0,0.1,R,20,Erik Johnson,"BUF,PHI",985.8235,16
2,0,2,,0,12,0,Attard,0,6,8481521,1,2,0.16666,D,0,0,20232024,0,0,0.0,R,14,Ronnie Attard,PHI,923.0833,16
52,32,71,0.58226,3,82,42,Crosby,0,40,8471675,7,94,1.14634,C,10,23,20232024,0,0,0.15107,L,278,Sidney Crosby,PIT,1205.2073,17
40,21,49,0.48564,2,82,27,Malkin,0,70,8471215,5,67,0.81707,C,6,18,20232024,0,0,0.13567,L,199,Evgeni Malkin,PIT,1115.0731,17
28,24,46,0.25,3,62,28,Rust,1,20,8475810,10,56,0.90322,R,3,9,20232024,1,1,0.14285,R,196,Bryan Rust,PIT,1174.6935,17
45,9,39,,4,82,11,Karlsson,2,44,8474578,4,56,0.68292,D,2,17,20232024,0,0,0.05164,R,213,Erik Karlsson,PIT,1456.1097,17
30,18,39,0.27777,2,50,22,Guentzel,0,14,8477404,9,52,1.04,C,4,13,20232024,0,0,0.11891,L,185,Jake Guentzel,"PIT,CAR",1252.68,17
41,10,45,,2,82,10,Letang,0,62,8471724,13,51,0.62195,D,0,5,20232024,0,1,0.06097,R,164,Kris Letang,PIT,1481.3048,17
27,12,32,0.26315,3,76,13,Smith,0,18,8475191,3,40,0.52631,R,1,8,20232024,0,0,0.08552,L,152,Reilly Smith,PIT,968.0263,17
22,11,31,0.23076,2,70,15,Rakell,0,22,8476483,4,37,0.52857,R,4,6,20232024,0,0,0.0909,R,165,Rickard Rakell,PIT,990.9428,17
17,15,31,0.46666,2,79,16,O'Connor,0,20,8482055,14,33,0.41772,L,0,0,20232024,1,2,0.1,L,160,Drew O'Connor,PIT,944.7341,17
16,10,24,0.52253,0,82,15,Eller,0,32,8474189,-1,31,0.37804,C,4,5,20232024,1,2,0.0974,L,154,Lars Eller,PIT,957.9268,17
26,4,30,,1,82,4,Pettersson,1,44,8477969,28,30,0.36585,D,0,0,20232024,0,0,0.03773,L,106,Marcus Pettersson,PIT,1360.256,17
15,5,18,0.25,0,52,5,Puustinen,0,6,8481703,4,20,0.38461,R,0,2,20232024,0,0,0.05813,R,86,Valtteri Puustinen,PIT,704.8269,17
13,5,14,1.0,2,21,6,Bunting,0,2,8478047,-4,19,0.90476,L,1,5,20232024,0,0,0.10909,L,55,Michael Bunting,"CAR,PIT",1039.4761,17
4,5,9,0.625,4,72,11,Carter,0,12,8470604,-7,15,0.20833,C,4,4,20232024,2,2,0.12222,R,90,Jeff Carter,PIT,754.2361,17
11,3,14,,1,70,3,Graves,0,30,8477435,10,14,0.2,D,0,0,20232024,0,0,0.03896,L,77,Ryan Graves,PIT,1103.2714,17
9,2,11,,1,52,2,Joseph,0,14,8480058,-3,11,0.21153,D,0,0,20232024,0,0,0.04761,L,42,Pierre-Olivier Joseph,PIT,905.0769,17
3,4,7,0.5,1,33,4,Zohorna,0,18,8482241,0,7,0.21212,L,0,0,20232024,0,0,0.10526,L,38,Radim Zohorna,PIT,585.8787,17
3,4,7,0.54529,1,55,4,Acciari,0,10,8478569,-7,7,0.12727,C,0,0,20232024,0,0,0.06779,R,59,Noel Acciari,PIT,778.2545,17
2,2,3,0.0,1,24,3,Bemstrom,0,2,8480205,0,5,0.20833,C,1,2,20232024,0,0,0.08823,R,34,Emil Bemstrom,"CBJ,PIT",526.625,17
2,3,5,,1,33,3,Ludvig,0,47,8481206,-12,5,0.15151,D,0,0,20232024,0,0,0.125,L,24,John Ludvig,PIT,708.3636,17
3,1,4,,0,22,1,Nieto,0,4,8476442,5,4,0.18181,L,0,0,20232024,0,0,0.07692,L,13,Matt Nieto,PIT,696.6818,17
1,3,4,0.16666,0,22,3,Puljujarvi,0,6,8479344,2,4,0.18181,R,0,0,20232024,0,0,0.10344,R,29,Jesse Puljujarvi,PIT,551.3181,17
4,0,4,1.0,0,45,0,Harkins,0,21,8478424,-4,4,0.08888,C,0,0,20232024,0,0,0.0,L,37,Jansen Harkins,PIT,492.4888,17
3,1,4,,0,47,1,Ruhwedel,0,4,8477244,-4,4,0.0851,D,0,0,20232024,0,0,0.02941,R,34,Chad Ruhwedel,"PIT,NYR",752.8723,17
2,1,3,0.4,0,14,1,Hinostroza,0,4,8476994,-3,3,0.21428,C,0,0,20232024,0,0,0.03703,R,27,Vincent Hinostroza,PIT,585.0,17
60,17,56,0.53123,3,82,26,Thomas,0,48,8480023,9,86,1.04878,C,8,27,20232024,1,3,0.15294,R,170,Robert Thomas,STL,1257.9878,18
36,23,46,0.33333,4,82,31,Kyrou,0,22,8479385,-12,67,0.81707,R,8,21,20232024,0,0,0.1235,R,251,Jordan Kyrou,STL,1099.9024,18
36,17,42,0.37378,5,80,27,Buchnevich,2,48,8477402,3,63,0.7875,L,8,18,20232024,2,3,0.13043,L,207,Pavel Buchnevich,STL,1189.475,18
26,15,33,0.49347,3,82,20,Schenn,2,56,8475170,-22,46,0.56097,C,4,12,20232024,1,1,0.11764,L,170,Brayden Schenn,STL,1066.8536,18
16,21,37,0.42857,7,82,26,Saad,2,20,8476438,-4,42,0.51219,L,5,5,20232024,0,0,0.18055,L,144,Brandon Saad,STL,930.1829,18
35,4,26,,2,77,4,Krug,0,32,8476792,-31,39,0.50649,D,0,13,20232024,0,0,0.02469,L,162,Torey Krug,STL,1317.6753,18
11,19,24,0.37931,4,77,27,Neighbours,0,21,8482089,-16,38,0.4935,L,8,14,20232024,0,0,0.1862,L,145,Jake Neighbours,STL,942.4155,18
28,1,22,,1,60,2,Faulk,0,39,8475753,-2,30,0.5,D,1,7,20232024,0,1,0.01515,R,132,Justin Faulk,STL,1317.7333,18
16,13,24,0.5704,2,79,13,Hayes,0,12,8475763,0,29,0.36708,R,0,5,20232024,0,0,0.08496,L,153,Kevin Hayes,STL,868.0126,18
25,2,25,,0,82,3,Leddy,0,14,8475181,14,28,0.34146,D,0,1,20232024,1,2,0.03658,L,82,Nick Leddy,STL,1341.6951,18
16,9,23,,4,82,10,Parayko,1,23,8476892,4,26,0.31707,D,0,1,20232024,1,2,0.06493,R,154,Colton Parayko,STL,1431.6463,18
16,5,20,0.3421,1,73,6,Kapanen,0,14,8477953,-5,22,0.30136,R,0,0,20232024,1,2,0.0606,R,99,Kasperi Kapanen,STL,863.0547,18
15,2,13,0.41935,0,71,6,Sundqvist,0,32,8476897,-6,21,0.29577,C,3,5,20232024,1,3,0.08823,R,68,Oskar Sundqvist,STL,794.9859,18
7,12,19,0.0,1,82,14,Toropchenko,0,30,8480281,-3,21,0.25609,R,0,0,20232024,2,2,0.1228,L,114,Alexey Toropchenko,STL,751.317,18
17,0,11,,0,54,0,Perunovich,0,12,8481059,1,17,0.31481,D,0,6,20232024,0,0,0.0,L,36,Scott Perunovich,STL,916.3148,18
6,7,13,0.47619,0,45,7,Walker,0,18,8477573,-1,13,0.28888,L,0,0,20232024,0,0,0.16279,L,43,Nathan Walker,STL,648.6,18
4,5,9,0.5,0,25,5,Bolduc,0,6,8482737,0,9,0.36,R,0,0,20232024,0,0,0.13157,L,38,Zachary Bolduc,STL,720.92,18
6,1,7,,1,65,2,Scandella,0,15,8474618,2,8,0.12307,D,0,0,20232024,1,1,0.04761,L,42,Marco Scandella,STL,748.4307,18
6,1,7,,0,39,1,Kessel,0,12,8482516,0,7,0.17948,D,0,0,20232024,0,0,0.03571,R,28,Matthew Kessel,STL,1007.6666,18
6,1,7,0.22222,0,53,1,Blais,0,31,8478104,-11,7,0.13207,L,0,0,20232024,0,0,0.0303,L,33,Samuel Blais,STL,581.3584,18
4,2,6,0.0,0,21,2,Vrana,0,8,8477944,-7,6,0.28571,L,0,0,20232024,0,0,0.04761,L,42,Jakub Vrana,STL,727.5714,18
2,0,2,0.40659,0,23,0,Alexandrov,0,4,8481543,-4,2,0.08695,C,0,0,20232024,0,0,0.0,L,15,Nikita Alexandrov,STL,511.5652,18
1,1,2,,0,26,1,Tucker,0,42,8481006,1,2,0.07692,D,0,0,20232024,0,0,0.05882,L,17,Tyler Tucker,STL,747.0384,18
1,0,1,,0,6,0,Rosen,0,2,8480157,-1,1,0.16666,D,0,0,20232024,0,0,0.0,L,5,Calle Rosen,STL,759.8333,18
1,0,1,,0,8,0,MacEachern,0,0,8476907,-1,1,0.125,L,0,0,20232024,0,0,0.0,L,4,Mackenzie MacEachern,STL,472.125,18
37,19,47,0.4,7,75,22,Tuch,0,54,8477949,9,59,0.78666,R,2,11,20232024,1,1,0.11458,R,192,Alex Tuch,BUF,1170.2266,19
39,14,39,,2,81,20,Dahlin,1,66,8480839,-3,59,0.72839,D,6,20,20232024,0,0,0.0851,L,235,Rasmus Dahlin,BUF,1525.3456,19
27,18,38,0.43306,3,71,29,Thompson,0,43,8479420,-1,56,0.78873,C,9,16,20232024,2,2,0.11788,R,246,Tage Thompson,BUF,1087.0845,19
22,25,43,0.2,5,82,28,Peterka,0,28,8482175,10,50,0.60975,R,3,7,20232024,0,0,0.12389,L,226,JJ Peterka,BUF,983.5487,19
33,12,39,0.47123,1,62,14,Mittelstadt,0,28,8479999,12,47,0.75806,C,2,8,20232024,0,0,0.13725,L,102,Casey Mittelstadt,"BUF,COL",1096.2096,19
29,13,34,0.45549,1,79,18,Cozens,1,42,8481528,-4,47,0.59493,C,2,10,20232024,3,3,0.09,R,200,Dylan Cozens,BUF,1033.5316,19
22,16,34,0.41935,3,74,24,Skinner,1,34,8475784,-2,46,0.62162,L,8,12,20232024,0,0,0.11374,L,211,Jeff Skinner,BUF,959.7702,19
27,6,26,,1,76,6,Power,0,28,8482671,8,33,0.43421,D,0,6,20232024,0,1,0.05555,L,108,Owen Power,BUF,1375.1973,19
19,11,28,0.29411,1,71,11,Benson,0,36,8484145,-3,30,0.42253,L,0,2,20232024,0,0,0.11224,L,98,Zach Benson,BUF,871.0422,19
18,9,24,0.29824,1,67,10,Greenway,0,64,8478413,11,28,0.41791,L,1,3,20232024,0,1,0.09345,L,107,Jordan Greenway,BUF,1034.9701,19
10,9,17,0.47601,0,61,12,Okposo,0,32,8473449,1,22,0.36065,R,2,4,20232024,1,1,0.1132,R,106,Kyle Okposo,"BUF,FLA",816.836,19
17,3,19,,1,74,3,Jokiharju,1,24,8480035,14,20,0.27027,D,0,0,20232024,0,1,0.03571,R,84,Henri Jokiharju,BUF,1138.7972,19
10,8,16,0.33333,2,27,9,Quinn,0,8,8482097,-1,19,0.7037,R,1,3,20232024,0,0,0.16071,R,56,Jack Quinn,BUF,938.4814,19
14,4,18,,1,79,4,Clifton,0,88,8477365,12,18,0.22784,D,0,0,20232024,0,0,0.05194,R,77,Connor Clifton,BUF,993.3544,19
13,4,17,0.46254,2,80,4,Krebs,0,67,8481522,2,17,0.2125,C,0,0,20232024,0,0,0.05405,L,74,Peyton Krebs,BUF,750.3375,19
8,6,12,0.0,1,51,7,Olofsson,0,4,8478109,-1,15,0.29411,L,1,3,20232024,0,0,0.10606,L,66,Victor Olofsson,BUF,694.1372,19
6,8,14,0.47715,3,63,8,Girgensons,0,21,8476878,-1,14,0.22222,C,0,0,20232024,0,0,0.10958,L,73,Zemgus Girgensons,BUF,710.9841,19
6,3,8,,0,18,3,Byram,0,13,8481524,-1,9,0.5,D,0,1,20232024,0,0,0.14285,L,21,Bowen Byram,"COL,BUF",1310.9444,19
7,2,9,0.5,0,40,2,Robinson,0,19,8480762,0,9,0.225,L,0,0,20232024,0,0,0.03846,L,52,Eric Robinson,"CBJ,BUF",659.825,19
7,1,8,,0,36,1,Bryson,0,8,8480196,5,8,0.22222,D,0,0,20232024,0,0,0.06666,L,15,Jacob Bryson,BUF,880.6111,19
6,1,7,,1,41,1,Samuelsson,0,26,8480807,4,7,0.17073,D,0,0,20232024,0,0,0.02272,L,44,Mattias Samuelsson,BUF,1230.0,19
7,0,7,,0,41,0,Johnson,0,12,8481564,3,7,0.17073,D,0,0,20232024,0,0,0.0,L,35,Ryan Johnson,BUF,832.0243,19
3,3,6,0.42574,0,43,3,Jost,0,10,8479370,-11,6,0.13953,C,0,0,20232024,0,0,0.0625,L,48,Tyson Jost,BUF,635.7674,19
0,3,3,,1,50,3,Johnson,0,24,8473446,-5,3,0.06,D,0,0,20232024,0,0,0.075,R,40,Erik Johnson,"BUF,PHI",828.48,19
0,2,2,0.47826,0,5,2,Biro,0,0,8482061,0,2,0.4,L,0,0,20232024,0,0,1.0,L,2,Brandon Biro,BUF,650.6,19
66,25,61,0.56331,9,81,37,Miller,2,58,8476468,32,103,1.2716,C,10,40,20232024,2,2,0.19072,L,194,J.T. Miller,VAN,1169.395,20
75,12,54,,2,82,17,Hughes,1,38,8480800,38,92,1.12195,D,5,38,20232024,0,0,0.08542,L,199,Quinn Hughes,VAN,1481.0975,20
55,21,56,0.50813,10,82,34,Pettersson,2,12,8480012,20,89,1.08536,C,13,31,20232024,0,2,0.16425,L,207,Elias Pettersson,VAN,1179.0243,20
33,24,48,0.52,4,81,40,Boeser,1,14,8478444,23,73,0.90123,R,16,25,20232024,0,0,0.19607,R,204,Brock Boeser,VAN,1116.1358,20
43,3,37,,0,81,5,Hronek,0,38,8479425,33,48,0.59259,D,2,11,20232024,0,0,0.03378,R,148,Filip Hronek,VAN,1406.4814,20
27,19,42,0.2,3,82,20,Garland,0,35,8478856,19,47,0.57317,R,1,5,20232024,0,0,0.1,R,200,Conor Garland,VAN,872.3048,20
12,24,36,,5,80,24,Hoglander,0,51,8481535,23,36,0.45,L,0,0,20232024,0,0,0.2,L,120,Nils Hoglander,VAN,726.375,20
14,17,31,0.47222,5,63,18,Joshua,0,60,8478057,19,32,0.50793,C,1,1,20232024,0,0,0.21428,L,84,Dakota Joshua,VAN,863.1111,20
20,11,31,0.27586,1,78,11,Mikheyev,0,4,8481624,1,31,0.39743,R,0,0,20232024,0,0,0.07482,L,147,Ilya Mikheyev,VAN,855.8461,20
15,12,24,0.49336,3,67,14,Suter,0,16,8480459,17,29,0.43283,C,2,5,20232024,0,0,0.13333,L,105,Pius Suter,VAN,929.7014,20
24,3,27,,0,77,5,Myers,0,77,8474574,16,29,0.37662,D,0,0,20232024,2,2,0.05376,R,93,Tyler Myers,VAN,1136.935,20
22,4,24,0.53137,0,68,6,Blueger,0,31,8476927,4,28,0.41176,C,0,0,20232024,2,4,0.06185,L,97,Teddy Blueger,VAN,896.1176,20
11,12,23,0.42134,3,79,13,Lafferty,0,32,8478043,4,24,0.30379,C,0,0,20232024,1,1,0.16666,R,78,Sam Lafferty,VAN,712.7594,20
13,5,14,1.0,2,43,8,Kuzmenko,0,6,8483808,-1,21,0.48837,L,3,7,20232024,0,0,0.12698,R,63,Andrei Kuzmenko,"VAN,CGY",861.093,20
9,5,13,,1,54,5,Zadorov,0,102,8477507,6,14,0.25925,D,0,0,20232024,0,1,0.08196,L,61,Nikita Zadorov,"CGY,VAN",1024.0,20
6,3,8,0.58689,1,26,6,Lindholm,0,4,8477496,-6,12,0.46153,C,3,3,20232024,0,1,0.14285,R,42,Elias Lindholm,"CGY,VAN",1062.3076,20
9,2,11,,0,78,2,Cole,0,61,8474013,10,11,0.14102,D,0,0,20232024,0,0,0.03278,L,61,Ian Cole,VAN,1121.3589,20
5,5,10,0.29411,1,51,5,Di Giuseppe,0,36,8476858,-1,10,0.19607,L,0,0,20232024,0,0,0.09615,L,52,Phillip Di Giuseppe,VAN,725.7254,20
6,1,6,0.42857,0,22,2,Beauvillier,0,4,8478463,8,8,0.36363,L,1,2,20232024,0,0,0.05405,L,37,Anthony Beauvillier,"VAN,CHI,NSH",819.1363,20
4,3,7,0.45569,0,43,3,Aman,0,8,8482496,-3,7,0.16279,C,0,0,20232024,0,0,0.10714,L,28,Nils Aman,VAN,620.0465,20
6,1,7,,0,54,1,Juulsen,0,22,8478454,-1,7,0.12962,D,0,0,20232024,0,0,0.03333,R,30,Noah Juulsen,VAN,893.6666,20
4,1,4,,0,40,2,Soucy,0,12,8477369,10,6,0.15,D,1,2,20232024,0,0,0.06896,L,29,Carson Soucy,VAN,1049.125,20
2,0,2,0.375,0,19,0,Podkolzin,0,8,8481617,-4,2,0.10526,R,0,0,20232024,0,0,0.0,L,20,Vasily Podkolzin,VAN,648.5789,20
0,1,1,0.36363,0,5,1,Studnicka,0,0,8480021,2,1,0.2,C,0,0,20232024,0,0,0.25,R,4,Jack Studnicka,"VAN,SJS",611.4,20
1,0,1,,0,23,0,Friedman,0,21,8478017,4,1,0.04347,D,0,0,20232024,0,0,0.0,R,16,Mark Friedman,VAN,733.9565,20
46,19,53,0.48925,4,82,29,Kadri,2,43,8475172,0,75,0.91463,C,10,22,20232024,0,0,0.10469,L,277,Nazem Kadri,CGY,1105.5487,21
28,22,35,0.39002,4,82,31,Sharangovich,1,8,8481068,-29,59,0.71951,C,6,17,20232024,3,7,0.17318,L,179,Yegor Sharangovich,CGY,1038.8902,21
24,23,45,0.44927,7,78,30,Coleman,0,76,8476399,19,54,0.6923,L,3,3,20232024,4,6,0.15706,L,191,Blake Coleman,CGY,1027.9871,21
40,8,33,0.48387,2,81,12,Huberdeau,0,49,8476456,-29,52,0.64197,L,4,19,20232024,0,0,0.08391,L,143,Jonathan Huberdeau,CGY,1045.3209,21
32,17,35,,2,82,20,Weegar,1,51,8477346,2,52,0.63414,D,3,15,20232024,0,2,0.09615,R,208,MacKenzie Weegar,CGY,1375.817,21
26,11,36,0.5,0,75,14,Mangiapane,0,47,8478233,7,40,0.53333,L,2,3,20232024,1,1,0.11475,L,122,Andrew Mangiapane,CGY,959.72,21
30,8,30,,3,78,9,Andersson,1,47,8478397,-11,39,0.5,D,0,8,20232024,1,1,0.0566,R,159,Rasmus Andersson,CGY,1429.5769,21
24,12,34,0.5029,2,82,15,Backlund,0,24,8474150,-4,39,0.4756,C,2,3,20232024,1,2,0.07177,L,209,Mikael Backlund,CGY,1154.0731,21
